full_image,image_snippet,person_id,iou
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,Persoon 1,0.0001578905998652
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,Persoon 1,0.1456345803341781
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,Persoon 1,0.4682469498161394
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,Persoon 1,0.0327758666605853
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,Persoon 2,0.0803507155198179
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,Persoon 3,0.201233857165566
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,Persoon 3,0.0707673488712743
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,Persoon 3,0.0386085806466567
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,Persoon 3,0.0589842721344324
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,Persoon 4,0.1729640471259445
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,Persoon 4,0.0299915848465008
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,Persoon 4,0.1641252242934575
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,Persoon 4,0.6027228152457901
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,Persoon 5,0.011321027812981
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,Persoon 5,0.00387583191481
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_1.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_3.JPG,Persoon 6,0.0771271666064077
vlc-record-2019-02-15-10h16m13s-rtsp___80_60.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_60_4.JPG,Persoon 6,0.1039979764425521
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,Persoon 8,0.3593146159227982
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 8,0.3010245085530719
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,Persoon 8,0.2884969957781148
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,Persoon 8,0.1915975898350542
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,Persoon 8,0.017599581190835
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,Persoon 4,0.1254466382856748
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 4,0.2412639240774861
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,Persoon 4,0.0045460017629766
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,Persoon 4,0.1276493160806178
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,Persoon 4,0.0420161988991738
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,Persoon 5,0.023335357463033
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,Persoon 5,0.4006558569423921
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,Persoon 5,0.5441430850448792
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 2,0.1571465183695813
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,Persoon 2,0.0522574798749909
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,Persoon 2,0.0894680162060315
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,Persoon 2,0.049287513316951
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,Persoon 2,0.0725173122096965
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 1,0.0406769193647688
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,Persoon 1,0.028756082815169
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,Persoon 1,0.0284453287240679
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,Persoon 1,0.0556023279884437
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,Persoon 7,0.1733202497425245
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 7,0.1666811078963925
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,Persoon 7,0.0270663616379648
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,Persoon 9,0.0511146708915008
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,Persoon 9,0.3069273385184953
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,Persoon 9,0.0151398508130642
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,Persoon 9,0.1319440937892848
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,Persoon 9,0.0125300780328998
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_0.JPG,Persoon 6,0.1214210001642583
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_1.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_2.JPG,Persoon 6,0.8762540966230191
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_4.JPG,Persoon 6,0.4772047943286224
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_6.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_7.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10065.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10065_8.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,Persoon 1,0.000305530908115
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,Persoon 1,0.0043760502852895
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,Persoon 1,0.4390698228021355
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,Persoon 1,0.1361654468424333
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,Persoon 2,0.0654548231820856
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,Persoon 3,0.2207309609584316
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,Persoon 3,0.2758782399230446
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,Persoon 3,0.0373896479608691
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,Persoon 3,0.0063657685365734
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,Persoon 3,0.1091934794948279
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,Persoon 4,0.1755791157257656
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,Persoon 4,0.2526981145532557
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,Persoon 4,0.0921489514443173
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,Persoon 4,0.3422799487212634
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,Persoon 5,0.0194038695731634
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,Persoon 5,0.0190619517949061
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,Persoon 5,0.0027324425736374
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_0.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_1.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_2.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_3.JPG,Persoon 6,0.1464468292301375
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_4.JPG,Persoon 6,0.1255573769918447
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_5.JPG,,0.0
vlc-record-2019-02-15-10h16m13s-rtsp___80_105.jpg,vlc-record-2019-02-15-10h16m13s-rtsp___80_105_6.JPG,Persoon 6,0.1043505977078288
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_0.JPG,Persoon 4,0.137579659871044
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_1.JPG,Persoon 4,0.1928342610686179
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_2.JPG,Persoon 4,0.2820008793395154
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_4.JPG,Persoon 4,0.010057705315142
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_6.JPG,Persoon 4,0.0557396494520158
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_0.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_1.JPG,Persoon 1,0.0712857017879436
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_2.JPG,Persoon 1,0.0916804992298709
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_4.JPG,Persoon 1,0.0112673925242861
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_5.JPG,Persoon 1,0.0481179777363645
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_6.JPG,Persoon 1,0.0901581995033613
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_0.JPG,Persoon 7,0.1248564524583173
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_1.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_2.JPG,Persoon 7,0.1362891118505286
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_4.JPG,Persoon 7,0.0067725010843905
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_6.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_0.JPG,Persoon 8,0.4153675577806586
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_1.JPG,Persoon 8,0.0938567839732677
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_2.JPG,Persoon 8,0.2292091879442156
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_3.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_4.JPG,Persoon 8,0.2295048619894917
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_5.JPG,,0.0
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_6.JPG,Persoon 8,0.0057720612502431
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_0.JPG,Persoon 2,0.044209322111119
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_1.JPG,Persoon 2,0.0657639182514985
vlc-record-2019-02-15-10h16m31s-rtsp___80_10035.jpg,vlc-record-2019-02-15-10h16m31s-rtsp___80_10035_2.JPG,Persoon 2,0.0845789366645403
